Grupo actividad sector turístico,Tipo de contrato,Periodo,DATA
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2012T4,505
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2013T1,515
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2013T2,574
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2013T3,476
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2013T4,621
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2014T1,589
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2014T2,541
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2014T3,483
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2014T4,647
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2015T1,661
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2015T2,627
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2015T3,515
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2015T4,720
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2016T1,707
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2016T2,638
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2016T3,566
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2016T4,738
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2017T1,731
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2017T2,677
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2017T3,584
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2017T4,732
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2018T1,716
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2018T2,671
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2018T3,623
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2018T4,714
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2019T1,799
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2019T2,735
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2019T3,672
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2019T4,739
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2020T1,540
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2020T2,403
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2020T3,490
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2020T4,635
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2021T1,560
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2021T2,529
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2021T3,591
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Temporal,2021T4,864
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2011T2,458
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2011T3,466
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2011T4,460
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2012T1,456
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2012T2,492
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2012T3,500
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2012T4,477
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2013T1,464
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2013T2,652
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2013T3,496
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2013T4,486
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2014T1,497
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2014T2,495
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2014T3,520
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2014T4,495
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2015T1,488
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2015T2,514
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2015T3,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2015T4,487
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2016T1,490
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2016T2,516
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2016T3,505
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2016T4,501
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2017T1,501
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2017T2,533
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2017T3,523
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2017T4,510
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2018T1,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2018T2,536
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2018T3,533
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2018T4,521
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2019T1,510
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2019T2,539
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2019T3,529
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2019T4,526
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2020T1,507
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2020T2,510
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2020T3,514
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2020T4,511
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2021T1,515
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2021T2,521
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2021T3,533
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Sin especificar,2021T4,543
RESTO DE SECTOR SERVICIOS,TOTAL,2011T2,63519
RESTO DE SECTOR SERVICIOS,TOTAL,2011T3,62902
RESTO DE SECTOR SERVICIOS,TOTAL,2011T4,62320
RESTO DE SECTOR SERVICIOS,TOTAL,2012T1,62027
RESTO DE SECTOR SERVICIOS,TOTAL,2012T2,62482
RESTO DE SECTOR SERVICIOS,TOTAL,2012T3,63616
RESTO DE SECTOR SERVICIOS,TOTAL,2012T4,63195
RESTO DE SECTOR SERVICIOS,TOTAL,2013T1,62497
RESTO DE SECTOR SERVICIOS,TOTAL,2013T2,69423
RESTO DE SECTOR SERVICIOS,TOTAL,2013T3,62723
RESTO DE SECTOR SERVICIOS,TOTAL,2013T4,63326
RESTO DE SECTOR SERVICIOS,TOTAL,2014T1,63635
RESTO DE SECTOR SERVICIOS,TOTAL,2014T2,64230
RESTO DE SECTOR SERVICIOS,TOTAL,2014T3,64352
RESTO DE SECTOR SERVICIOS,TOTAL,2014T4,64981
RESTO DE SECTOR SERVICIOS,TOTAL,2015T1,65496
RESTO DE SECTOR SERVICIOS,TOTAL,2015T2,65795
RESTO DE SECTOR SERVICIOS,TOTAL,2015T3,65859
RESTO DE SECTOR SERVICIOS,TOTAL,2015T4,66484
RESTO DE SECTOR SERVICIOS,TOTAL,2016T1,66522
RESTO DE SECTOR SERVICIOS,TOTAL,2016T2,66739
RESTO DE SECTOR SERVICIOS,TOTAL,2016T3,66382
RESTO DE SECTOR SERVICIOS,TOTAL,2016T4,68251
RESTO DE SECTOR SERVICIOS,TOTAL,2017T1,68491
RESTO DE SECTOR SERVICIOS,TOTAL,2017T2,68405
RESTO DE SECTOR SERVICIOS,TOTAL,2017T3,69793
RESTO DE SECTOR SERVICIOS,TOTAL,2017T4,69950
RESTO DE SECTOR SERVICIOS,TOTAL,2018T1,70105
RESTO DE SECTOR SERVICIOS,TOTAL,2018T2,71074
RESTO DE SECTOR SERVICIOS,TOTAL,2018T3,71095
RESTO DE SECTOR SERVICIOS,TOTAL,2018T4,71815
RESTO DE SECTOR SERVICIOS,TOTAL,2019T1,72280
RESTO DE SECTOR SERVICIOS,TOTAL,2019T2,72226
RESTO DE SECTOR SERVICIOS,TOTAL,2019T3,71921
RESTO DE SECTOR SERVICIOS,TOTAL,2019T4,72632
RESTO DE SECTOR SERVICIOS,TOTAL,2020T1,71888
RESTO DE SECTOR SERVICIOS,TOTAL,2020T2,70528
RESTO DE SECTOR SERVICIOS,TOTAL,2020T3,72865
RESTO DE SECTOR SERVICIOS,TOTAL,2020T4,73658
RESTO DE SECTOR SERVICIOS,TOTAL,2021T1,73690
RESTO DE SECTOR SERVICIOS,TOTAL,2021T2,74044
RESTO DE SECTOR SERVICIOS,TOTAL,2021T3,74438
RESTO DE SECTOR SERVICIOS,TOTAL,2021T4,76127
RESTO DE SECTOR SERVICIOS,Indefinido,2011T2,28845
RESTO DE SECTOR SERVICIOS,Indefinido,2011T3,29038
RESTO DE SECTOR SERVICIOS,Indefinido,2011T4,29055
RESTO DE SECTOR SERVICIOS,Indefinido,2012T1,29354
RESTO DE SECTOR SERVICIOS,Indefinido,2012T2,29675
RESTO DE SECTOR SERVICIOS,Indefinido,2012T3,30958
RESTO DE SECTOR SERVICIOS,Indefinido,2012T4,30913
RESTO DE SECTOR SERVICIOS,Indefinido,2013T1,30655
RESTO DE SECTOR SERVICIOS,Indefinido,2013T2,32006
RESTO DE SECTOR SERVICIOS,Indefinido,2013T3,29935
RESTO DE SECTOR SERVICIOS,Indefinido,2013T4,30027
RESTO DE SECTOR SERVICIOS,Indefinido,2014T1,29970
RESTO DE SECTOR SERVICIOS,Indefinido,2014T2,29833
RESTO DE SECTOR SERVICIOS,Indefinido,2014T3,29989
RESTO DE SECTOR SERVICIOS,Indefinido,2014T4,30354
RESTO DE SECTOR SERVICIOS,Indefinido,2015T1,30461
RESTO DE SECTOR SERVICIOS,Indefinido,2015T2,30143
RESTO DE SECTOR SERVICIOS,Indefinido,2015T3,30406
RESTO DE SECTOR SERVICIOS,Indefinido,2015T4,30963
RESTO DE SECTOR SERVICIOS,Indefinido,2016T1,31058
RESTO DE SECTOR SERVICIOS,Indefinido,2016T2,30587
RESTO DE SECTOR SERVICIOS,Indefinido,2016T3,31011
RESTO DE SECTOR SERVICIOS,Indefinido,2016T4,31510
RESTO DE SECTOR SERVICIOS,Indefinido,2017T1,31748
RESTO DE SECTOR SERVICIOS,Indefinido,2017T2,31436
RESTO DE SECTOR SERVICIOS,Indefinido,2017T3,31981
RESTO DE SECTOR SERVICIOS,Indefinido,2017T4,32491
RESTO DE SECTOR SERVICIOS,Indefinido,2018T1,32862
RESTO DE SECTOR SERVICIOS,Indefinido,2018T2,32720
RESTO DE SECTOR SERVICIOS,Indefinido,2018T3,33343
RESTO DE SECTOR SERVICIOS,Indefinido,2018T4,33832
RESTO DE SECTOR SERVICIOS,Indefinido,2019T1,34059
RESTO DE SECTOR SERVICIOS,Indefinido,2019T2,33683
RESTO DE SECTOR SERVICIOS,Indefinido,2019T3,34086
RESTO DE SECTOR SERVICIOS,Indefinido,2019T4,34794
RESTO DE SECTOR SERVICIOS,Indefinido,2020T1,34889
RESTO DE SECTOR SERVICIOS,Indefinido,2020T2,34230
RESTO DE SECTOR SERVICIOS,Indefinido,2020T3,34945
RESTO DE SECTOR SERVICIOS,Indefinido,2020T4,35781
RESTO DE SECTOR SERVICIOS,Indefinido,2021T1,36167
RESTO DE SECTOR SERVICIOS,Indefinido,2021T2,36024
RESTO DE SECTOR SERVICIOS,Indefinido,2021T3,35950
RESTO DE SECTOR SERVICIOS,Indefinido,2021T4,37019
RESTO DE SECTOR SERVICIOS,Temporal,2011T2,12780
RESTO DE SECTOR SERVICIOS,Temporal,2011T3,12032
RESTO DE SECTOR SERVICIOS,Temporal,2011T4,11150
RESTO DE SECTOR SERVICIOS,Temporal,2012T1,11251
RESTO DE SECTOR SERVICIOS,Temporal,2012T2,11854
RESTO DE SECTOR SERVICIOS,Temporal,2012T3,12438
RESTO DE SECTOR SERVICIOS,Temporal,2012T4,11976
RESTO DE SECTOR SERVICIOS,Temporal,2013T1,11567
RESTO DE SECTOR SERVICIOS,Temporal,2013T2,13202
RESTO DE SECTOR SERVICIOS,Temporal,2013T3,12473
RESTO DE SECTOR SERVICIOS,Temporal,2013T4,12734
RESTO DE SECTOR SERVICIOS,Temporal,2014T1,13080
RESTO DE SECTOR SERVICIOS,Temporal,2014T2,13807
RESTO DE SECTOR SERVICIOS,Temporal,2014T3,13889
RESTO DE SECTOR SERVICIOS,Temporal,2014T4,13980
RESTO DE SECTOR SERVICIOS,Temporal,2015T1,14333
RESTO DE SECTOR SERVICIOS,Temporal,2015T2,15105
RESTO DE SECTOR SERVICIOS,Temporal,2015T3,14968
RESTO DE SECTOR SERVICIOS,Temporal,2015T4,14829
RESTO DE SECTOR SERVICIOS,Temporal,2016T1,14809
RESTO DE SECTOR SERVICIOS,Temporal,2016T2,15624
RESTO DE SECTOR SERVICIOS,Temporal,2016T3,14957
RESTO DE SECTOR SERVICIOS,Temporal,2016T4,16031
RESTO DE SECTOR SERVICIOS,Temporal,2017T1,16128
RESTO DE SECTOR SERVICIOS,Temporal,2017T2,16493
RESTO DE SECTOR SERVICIOS,Temporal,2017T3,17471
RESTO DE SECTOR SERVICIOS,Temporal,2017T4,16998
RESTO DE SECTOR SERVICIOS,Temporal,2018T1,16639
RESTO DE SECTOR SERVICIOS,Temporal,2018T2,17806
RESTO DE SECTOR SERVICIOS,Temporal,2018T3,17344
RESTO DE SECTOR SERVICIOS,Temporal,2018T4,17402
RESTO DE SECTOR SERVICIOS,Temporal,2019T1,17653
RESTO DE SECTOR SERVICIOS,Temporal,2019T2,18134
RESTO DE SECTOR SERVICIOS,Temporal,2019T3,17315
RESTO DE SECTOR SERVICIOS,Temporal,2019T4,17125
RESTO DE SECTOR SERVICIOS,Temporal,2020T1,16489
RESTO DE SECTOR SERVICIOS,Temporal,2020T2,15863
RESTO DE SECTOR SERVICIOS,Temporal,2020T3,17460
RESTO DE SECTOR SERVICIOS,Temporal,2020T4,17406
RESTO DE SECTOR SERVICIOS,Temporal,2021T1,16811
RESTO DE SECTOR SERVICIOS,Temporal,2021T2,17486
RESTO DE SECTOR SERVICIOS,Temporal,2021T3,17826
RESTO DE SECTOR SERVICIOS,Temporal,2021T4,18354
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T2,21894
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T3,21832
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T4,22115
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T1,21422
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T2,20953
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T3,20220
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T4,20306
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T1,20275
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T2,24215
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T3,20315
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T4,20565
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T1,20585
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T2,20590
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T3,20474
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T4,20647
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T1,20702
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T2,20547
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T3,20485
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T4,20692
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T1,20655
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T2,20528
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T3,20414
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T4,20710
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T1,20615
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T2,20476
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T3,20341
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T4,20461
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T1,20604
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T2,20548
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T3,20408
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T4,20581
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T1,20568
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T2,20409
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T3,20520
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T4,20713
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T1,20510
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T2,20435
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T3,20460
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T4,20471
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T1,20712
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T2,20534
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T3,20662
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T4,20754
