Periodo,Categoría,Residencia viajero,DATA
2017M04,3 estrellas,Residentes en Espańa,40092.65
2017M04,3 estrellas,No residentes en Espańa,8575.35
2017M04,1 y 2 estrellas,TOTAL,5194.29
2017M04,1 y 2 estrellas,Residentes en Espańa,4684.29
2017M04,1 y 2 estrellas,No residentes en Espańa,510
2017M04,Hostales y pensiones,TOTAL,16061.58
2017M04,Hostales y pensiones,Residentes en Espańa,12579.25
2017M04,Hostales y pensiones,No residentes en Espańa,3482.33
2017M05,TOTAL,TOTAL,91586.02
2017M05,TOTAL,Residentes en Espańa,63699.45
2017M05,TOTAL,No residentes en Espańa,27886.57
2017M05,4 y 5 estrellas,TOTAL,27300
2017M05,4 y 5 estrellas,Residentes en Espańa,18637.75
2017M05,4 y 5 estrellas,No residentes en Espańa,8662.25
2017M05,3 estrellas,TOTAL,47753
2017M05,3 estrellas,Residentes en Espańa,33361.42
2017M05,3 estrellas,No residentes en Espańa,14391.58
2017M05,1 y 2 estrellas,TOTAL,3693.43
2017M05,1 y 2 estrellas,Residentes en Espańa,2949.43
2017M05,1 y 2 estrellas,No residentes en Espańa,744
2017M05,Hostales y pensiones,TOTAL,12839.59
2017M05,Hostales y pensiones,Residentes en Espańa,8750.85
2017M05,Hostales y pensiones,No residentes en Espańa,4088.74
2017M06,TOTAL,TOTAL,94310.14
2017M06,TOTAL,Residentes en Espańa,70943.51
2017M06,TOTAL,No residentes en Espańa,23366.63
2017M06,4 y 5 estrellas,TOTAL,28198
2017M06,4 y 5 estrellas,Residentes en Espańa,21426.1
2017M06,4 y 5 estrellas,No residentes en Espańa,6771.9
2017M06,3 estrellas,TOTAL,47721
2017M06,3 estrellas,Residentes en Espańa,35416.98
2017M06,3 estrellas,No residentes en Espańa,12304.02
2017M06,1 y 2 estrellas,TOTAL,3904.29
2017M06,1 y 2 estrellas,Residentes en Espańa,3287.14
2017M06,1 y 2 estrellas,No residentes en Espańa,617.14
2017M06,Hostales y pensiones,TOTAL,14486.86
2017M06,Hostales y pensiones,Residentes en Espańa,10813.29
2017M06,Hostales y pensiones,No residentes en Espańa,3673.57
2017M07,TOTAL,TOTAL,99293.96
2017M07,TOTAL,Residentes en Espańa,80385.58
2017M07,TOTAL,No residentes en Espańa,18908.39
2017M07,4 y 5 estrellas,TOTAL,30761
2017M07,4 y 5 estrellas,Residentes en Espańa,24943.36
2017M07,4 y 5 estrellas,No residentes en Espańa,5817.64
2017M07,3 estrellas,TOTAL,47912.44
2017M07,3 estrellas,Residentes en Espańa,37973.2
2017M07,3 estrellas,No residentes en Espańa,9939.25
2017M07,1 y 2 estrellas,TOTAL,5035.29
2017M07,1 y 2 estrellas,Residentes en Espańa,4588
2017M07,1 y 2 estrellas,No residentes en Espańa,447.29
2017M07,Hostales y pensiones,TOTAL,15585.23
2017M07,Hostales y pensiones,Residentes en Espańa,12881.02
2017M07,Hostales y pensiones,No residentes en Espańa,2704.21
2017M08,TOTAL,TOTAL,131789.35
2017M08,TOTAL,Residentes en Espańa,113515.02
2017M08,TOTAL,No residentes en Espańa,18274.33
2017M08,4 y 5 estrellas,TOTAL,39930
2017M08,4 y 5 estrellas,Residentes en Espańa,34296.09
2017M08,4 y 5 estrellas,No residentes en Espańa,5633.91
2017M08,3 estrellas,TOTAL,65697
2017M08,3 estrellas,Residentes en Espańa,56116.98
2017M08,3 estrellas,No residentes en Espańa,9580.02
2017M08,1 y 2 estrellas,TOTAL,7417.86
2017M08,1 y 2 estrellas,Residentes en Espańa,6430.29
2017M08,1 y 2 estrellas,No residentes en Espańa,987.57
2017M08,Hostales y pensiones,TOTAL,18744.49
2017M08,Hostales y pensiones,Residentes en Espańa,16671.67
2017M08,Hostales y pensiones,No residentes en Espańa,2072.81
2017M09,TOTAL,TOTAL,114190.12
2017M09,TOTAL,Residentes en Espańa,83379.86
2017M09,TOTAL,No residentes en Espańa,30810.26
2017M09,4 y 5 estrellas,TOTAL,34327
2017M09,4 y 5 estrellas,Residentes en Espańa,26587.81
2017M09,4 y 5 estrellas,No residentes en Espańa,7739.19
2017M09,3 estrellas,TOTAL,57424.01
2017M09,3 estrellas,Residentes en Espańa,39897.21
2017M09,3 estrellas,No residentes en Espańa,17526.8
2017M09,1 y 2 estrellas,TOTAL,5168.57
2017M09,1 y 2 estrellas,Residentes en Espańa,4320
2017M09,1 y 2 estrellas,No residentes en Espańa,848.57
2017M09,Hostales y pensiones,TOTAL,17270.53
2017M09,Hostales y pensiones,Residentes en Espańa,12574.84
2017M09,Hostales y pensiones,No residentes en Espańa,4695.69
2017M10,TOTAL,TOTAL,97292.09
2017M10,TOTAL,Residentes en Espańa,79695.28
2017M10,TOTAL,No residentes en Espańa,17596.82
2017M10,4 y 5 estrellas,TOTAL,30931
2017M10,4 y 5 estrellas,Residentes en Espańa,25296.68
2017M10,4 y 5 estrellas,No residentes en Espańa,5634.32
2017M10,3 estrellas,TOTAL,48134
2017M10,3 estrellas,Residentes en Espańa,38567.38
2017M10,3 estrellas,No residentes en Espańa,9566.62
2017M10,1 y 2 estrellas,TOTAL,5128.36
2017M10,1 y 2 estrellas,Residentes en Espańa,4727.07
2017M10,1 y 2 estrellas,No residentes en Espańa,401.29
2017M10,Hostales y pensiones,TOTAL,13098.74
2017M10,Hostales y pensiones,Residentes en Espańa,11104.15
2017M10,Hostales y pensiones,No residentes en Espańa,1994.59
2017M11,TOTAL,TOTAL,75127.76
2017M11,TOTAL,Residentes en Espańa,66420.7
2017M11,TOTAL,No residentes en Espańa,8707.06
2017M11,4 y 5 estrellas,TOTAL,24673
2017M11,4 y 5 estrellas,Residentes en Espańa,21616.5
2017M11,4 y 5 estrellas,No residentes en Espańa,3056.5
2017M11,3 estrellas,TOTAL,38000
2017M11,3 estrellas,Residentes en Espańa,33383.83
2017M11,3 estrellas,No residentes en Espańa,4616.17
2017M11,1 y 2 estrellas,TOTAL,2532.86
2017M11,1 y 2 estrellas,Residentes en Espańa,2241.43
2017M11,1 y 2 estrellas,No residentes en Espańa,291.43
2017M11,Hostales y pensiones,TOTAL,9921.91
2017M11,Hostales y pensiones,Residentes en Espańa,9178.94
2017M11,Hostales y pensiones,No residentes en Espańa,742.96
2017M12,TOTAL,TOTAL,66129.01
2017M12,TOTAL,Residentes en Espańa,60896.93
2017M12,TOTAL,No residentes en Espańa,5232.08
2017M12,4 y 5 estrellas,TOTAL,20534
2017M12,4 y 5 estrellas,Residentes en Espańa,19177.73
2017M12,4 y 5 estrellas,No residentes en Espańa,1356.27
2017M12,3 estrellas,TOTAL,31628.17
2017M12,3 estrellas,Residentes en Espańa,28470.38
2017M12,3 estrellas,No residentes en Espańa,3157.79
2017M12,1 y 2 estrellas,TOTAL,1625.29
2017M12,1 y 2 estrellas,Residentes en Espańa,1496.86
2017M12,1 y 2 estrellas,No residentes en Espańa,128.43
2017M12,Hostales y pensiones,TOTAL,12341.55
2017M12,Hostales y pensiones,Residentes en Espańa,11751.96
2017M12,Hostales y pensiones,No residentes en Espańa,589.58
2018M01,TOTAL,TOTAL,43577.01
2018M01,TOTAL,Residentes en Espańa,37090.96
2018M01,TOTAL,No residentes en Espańa,6486.05
2018M01,4 y 5 estrellas,TOTAL,14872
2018M01,4 y 5 estrellas,Residentes en Espańa,12988.26
2018M01,4 y 5 estrellas,No residentes en Espańa,1883.74
2018M01,3 estrellas,TOTAL,23241
2018M01,3 estrellas,Residentes en Espańa,19391.2
2018M01,3 estrellas,No residentes en Espańa,3849.8
2018M01,1 y 2 estrellas,TOTAL,1434.86
2018M01,1 y 2 estrellas,Residentes en Espańa,1359.57
2018M01,1 y 2 estrellas,No residentes en Espańa,75.29
2018M01,Hostales y pensiones,TOTAL,4029.15
2018M01,Hostales y pensiones,Residentes en Espańa,3351.93
2018M01,Hostales y pensiones,No residentes en Espańa,677.22
2018M02,TOTAL,TOTAL,52887.35
2018M02,TOTAL,Residentes en Espańa,46925.2
2018M02,TOTAL,No residentes en Espańa,5962.16
2018M02,4 y 5 estrellas,TOTAL,15617
2018M02,4 y 5 estrellas,Residentes en Espańa,14115.78
2018M02,4 y 5 estrellas,No residentes en Espańa,1501.22
2018M02,3 estrellas,TOTAL,28366
2018M02,3 estrellas,Residentes en Espańa,24692.11
2018M02,3 estrellas,No residentes en Espańa,3673.89
2018M02,1 y 2 estrellas,TOTAL,2396
2018M02,1 y 2 estrellas,Residentes en Espańa,2172
2018M02,1 y 2 estrellas,No residentes en Espańa,224
2018M02,Hostales y pensiones,TOTAL,6508.35
2018M02,Hostales y pensiones,Residentes en Espańa,5945.3
2018M02,Hostales y pensiones,No residentes en Espańa,563.05
2018M03,TOTAL,TOTAL,76383.74
2018M03,TOTAL,Residentes en Espańa,65636.08
2018M03,TOTAL,No residentes en Espańa,10747.66
2018M03,4 y 5 estrellas,TOTAL,25198
2018M03,4 y 5 estrellas,Residentes en Espańa,21192.26
2018M03,4 y 5 estrellas,No residentes en Espańa,4005.74
2018M03,3 estrellas,TOTAL,39064
2018M03,3 estrellas,Residentes en Espańa,33697.28
2018M03,3 estrellas,No residentes en Espańa,5366.72
2018M03,1 y 2 estrellas,TOTAL,3024.71
2018M03,1 y 2 estrellas,Residentes en Espańa,2714.71
2018M03,1 y 2 estrellas,No residentes en Espańa,310
2018M03,Hostales y pensiones,TOTAL,9097.02
2018M03,Hostales y pensiones,Residentes en Espańa,8031.82
2018M03,Hostales y pensiones,No residentes en Espańa,1065.2
2018M04,TOTAL,TOTAL,84448.22
2018M04,TOTAL,Residentes en Espańa,66516.92
2018M04,TOTAL,No residentes en Espańa,17931.3
2018M04,4 y 5 estrellas,TOTAL,26639
2018M04,4 y 5 estrellas,Residentes en Espańa,21219.17
2018M04,4 y 5 estrellas,No residentes en Espańa,5419.83
2018M04,3 estrellas,TOTAL,42943
2018M04,3 estrellas,Residentes en Espańa,34039.2
2018M04,3 estrellas,No residentes en Espańa,8903.8
2018M04,1 y 2 estrellas,TOTAL,4431.43
2018M04,1 y 2 estrellas,Residentes en Espańa,3874.29
2018M04,1 y 2 estrellas,No residentes en Espańa,557.14
2018M04,Hostales y pensiones,TOTAL,10434.79
2018M04,Hostales y pensiones,Residentes en Espańa,7384.27
2018M04,Hostales y pensiones,No residentes en Espańa,3050.53
2018M05,TOTAL,TOTAL,90964.96
2018M05,TOTAL,Residentes en Espańa,63501.06
2018M05,TOTAL,No residentes en Espańa,27463.9
2018M05,4 y 5 estrellas,TOTAL,28527
2018M05,4 y 5 estrellas,Residentes en Espańa,19376.92
2018M05,4 y 5 estrellas,No residentes en Espańa,9150.08
2018M05,3 estrellas,TOTAL,45234
2018M05,3 estrellas,Residentes en Espańa,32720.37
2018M05,3 estrellas,No residentes en Espańa,12513.63
2018M05,1 y 2 estrellas,TOTAL,4061
2018M05,1 y 2 estrellas,Residentes en Espańa,3060.14
2018M05,1 y 2 estrellas,No residentes en Espańa,1000.86
2018M05,Hostales y pensiones,TOTAL,13142.96
2018M05,Hostales y pensiones,Residentes en Espańa,8343.62
2018M05,Hostales y pensiones,No residentes en Espańa,4799.34
2018M06,TOTAL,TOTAL,90132.38
2018M06,TOTAL,Residentes en Espańa,67380.86
2018M06,TOTAL,No residentes en Espańa,22751.53
2018M06,4 y 5 estrellas,TOTAL,29271
2018M06,4 y 5 estrellas,Residentes en Espańa,21585.01
2018M06,4 y 5 estrellas,No residentes en Espańa,7685.99
2018M06,3 estrellas,TOTAL,46338
2018M06,3 estrellas,Residentes en Espańa,34444.92
2018M06,3 estrellas,No residentes en Espańa,11893.08
2018M06,1 y 2 estrellas,TOTAL,4448.57
2018M06,1 y 2 estrellas,Residentes en Espańa,3672.86
2018M06,1 y 2 estrellas,No residentes en Espańa,775.71
2018M06,Hostales y pensiones,TOTAL,10074.81
2018M06,Hostales y pensiones,Residentes en Espańa,7678.06
2018M06,Hostales y pensiones,No residentes en Espańa,2396.75
2018M07,TOTAL,TOTAL,93772.71
2018M07,TOTAL,Residentes en Espańa,75470.47
2018M07,TOTAL,No residentes en Espańa,18302.24
2018M07,4 y 5 estrellas,TOTAL,31588
2018M07,4 y 5 estrellas,Residentes en Espańa,25318.22
2018M07,4 y 5 estrellas,No residentes en Espańa,6269.78
2018M07,3 estrellas,TOTAL,44810
2018M07,3 estrellas,Residentes en Espańa,35908.97
2018M07,3 estrellas,No residentes en Espańa,8901.03
2018M07,1 y 2 estrellas,TOTAL,3954.71
2018M07,1 y 2 estrellas,Residentes en Espańa,3250.57
2018M07,1 y 2 estrellas,No residentes en Espańa,704.14
2018M07,Hostales y pensiones,TOTAL,13419.99
2018M07,Hostales y pensiones,Residentes en Espańa,10992.7
2018M07,Hostales y pensiones,No residentes en Espańa,2427.29
2018M08,TOTAL,TOTAL,123168.17
2018M08,TOTAL,Residentes en Espańa,103233.25
2018M08,TOTAL,No residentes en Espańa,19934.92
2018M08,4 y 5 estrellas,TOTAL,40914
2018M08,4 y 5 estrellas,Residentes en Espańa,34962.66
2018M08,4 y 5 estrellas,No residentes en Espańa,5951.34
2018M08,3 estrellas,TOTAL,58577
2018M08,3 estrellas,Residentes en Espańa,48057.69
2018M08,3 estrellas,No residentes en Espańa,10519.31
2018M08,1 y 2 estrellas,TOTAL,6952.86
2018M08,1 y 2 estrellas,Residentes en Espańa,6208.86
2018M08,1 y 2 estrellas,No residentes en Espańa,744
2018M08,Hostales y pensiones,TOTAL,16724.32
2018M08,Hostales y pensiones,Residentes en Espańa,14004.05
2018M08,Hostales y pensiones,No residentes en Espańa,2720.27
2018M09,TOTAL,TOTAL,109231.97
2018M09,TOTAL,Residentes en Espańa,76159.17
2018M09,TOTAL,No residentes en Espańa,33072.8
2018M09,4 y 5 estrellas,TOTAL,35608
2018M09,4 y 5 estrellas,Residentes en Espańa,25387.69
2018M09,4 y 5 estrellas,No residentes en Espańa,10220.31
2018M09,3 estrellas,TOTAL,51867
2018M09,3 estrellas,Residentes en Espańa,35314.15
2018M09,3 estrellas,No residentes en Espańa,16552.85
2018M09,1 y 2 estrellas,TOTAL,5682.86
2018M09,1 y 2 estrellas,Residentes en Espańa,4435.71
2018M09,1 y 2 estrellas,No residentes en Espańa,1247.14
2018M09,Hostales y pensiones,TOTAL,16074.11
2018M09,Hostales y pensiones,Residentes en Espańa,11021.61
2018M09,Hostales y pensiones,No residentes en Espańa,5052.5
2018M10,TOTAL,TOTAL,98996.24
2018M10,TOTAL,Residentes en Espańa,80206.73
2018M10,TOTAL,No residentes en Espańa,18789.5
2018M10,4 y 5 estrellas,TOTAL,33847
2018M10,4 y 5 estrellas,Residentes en Espańa,28067.92
2018M10,4 y 5 estrellas,No residentes en Espańa,5779.08
2018M10,3 estrellas,TOTAL,46431
2018M10,3 estrellas,Residentes en Espańa,36490.09
2018M10,3 estrellas,No residentes en Espańa,9940.91
2018M10,1 y 2 estrellas,TOTAL,4884.71
2018M10,1 y 2 estrellas,Residentes en Espańa,4269.14
2018M10,1 y 2 estrellas,No residentes en Espańa,615.57
2018M10,Hostales y pensiones,TOTAL,13833.52
2018M10,Hostales y pensiones,Residentes en Espańa,11379.58
2018M10,Hostales y pensiones,No residentes en Espańa,2453.94
2018M11,TOTAL,TOTAL,81388.48
2018M11,TOTAL,Residentes en Espańa,72668.55
2018M11,TOTAL,No residentes en Espańa,8719.92
2018M11,4 y 5 estrellas,TOTAL,28799
2018M11,4 y 5 estrellas,Residentes en Espańa,26256.61
2018M11,4 y 5 estrellas,No residentes en Espańa,2542.39
2018M11,3 estrellas,TOTAL,38278
2018M11,3 estrellas,Residentes en Espańa,33600.8
2018M11,3 estrellas,No residentes en Espańa,4677.2
2018M11,1 y 2 estrellas,TOTAL,4244.57
2018M11,1 y 2 estrellas,Residentes en Espańa,3717.29
2018M11,1 y 2 estrellas,No residentes en Espańa,527.29
2018M11,Hostales y pensiones,TOTAL,10066.91
2018M11,Hostales y pensiones,Residentes en Espańa,9093.85
2018M11,Hostales y pensiones,No residentes en Espańa,973.05
2018M12,TOTAL,TOTAL,62854.32
2018M12,TOTAL,Residentes en Espańa,57421.58
2018M12,TOTAL,No residentes en Espańa,5432.74
2018M12,4 y 5 estrellas,TOTAL,22884
2018M12,4 y 5 estrellas,Residentes en Espańa,20796.43
2018M12,4 y 5 estrellas,No residentes en Espańa,2087.57
2018M12,3 estrellas,TOTAL,29487
2018M12,3 estrellas,Residentes en Espańa,26644.66
2018M12,3 estrellas,No residentes en Espańa,2842.34
2018M12,1 y 2 estrellas,TOTAL,1846.56
2018M12,1 y 2 estrellas,Residentes en Espańa,1638.5
2018M12,1 y 2 estrellas,No residentes en Espańa,208.07
2018M12,Hostales y pensiones,TOTAL,8636.76
2018M12,Hostales y pensiones,Residentes en Espańa,8342
2018M12,Hostales y pensiones,No residentes en Espańa,294.76
2019M01,TOTAL,TOTAL,105537.4
2019M01,TOTAL,Residentes en Espańa,92089.26
2019M01,TOTAL,No residentes en Espańa,13448.14
2019M01,4 y 5 estrellas,TOTAL,37325
2019M01,4 y 5 estrellas,Residentes en Espańa,33640.04
2019M01,4 y 5 estrellas,No residentes en Espańa,3684.96
2019M01,3 estrellas,TOTAL,52655
2019M01,3 estrellas,Residentes en Espańa,44759.77
2019M01,3 estrellas,No residentes en Espańa,7895.23
2019M01,1 y 2 estrellas,TOTAL,4341.57
2019M01,1 y 2 estrellas,Residentes en Espańa,3901.86
2019M01,1 y 2 estrellas,No residentes en Espańa,439.71
2019M01,Hostales y pensiones,TOTAL,11215.83
2019M01,Hostales y pensiones,Residentes en Espańa,9787.59
2019M01,Hostales y pensiones,No residentes en Espańa,1428.24
2019M02,TOTAL,TOTAL,51446.75
2019M02,TOTAL,Residentes en Espańa,45246.84
2019M02,TOTAL,No residentes en Espańa,6199.9
2019M02,4 y 5 estrellas,TOTAL,16782
2019M02,4 y 5 estrellas,Residentes en Espańa,15128.64
2019M02,4 y 5 estrellas,No residentes en Espańa,1653.36
2019M02,3 estrellas,TOTAL,26498
2019M02,3 estrellas,Residentes en Espańa,22987.14
2019M02,3 estrellas,No residentes en Espańa,3510.86
2019M02,1 y 2 estrellas,TOTAL,2372
2019M02,1 y 2 estrellas,Residentes en Espańa,2160
2019M02,1 y 2 estrellas,No residentes en Espańa,212
2019M02,Hostales y pensiones,TOTAL,5794.75
2019M02,Hostales y pensiones,Residentes en Espańa,4971.06
2019M02,Hostales y pensiones,No residentes en Espańa,823.69
2019M03,TOTAL,TOTAL,71587.6
2019M03,TOTAL,Residentes en Espańa,63185.66
2019M03,TOTAL,No residentes en Espańa,8401.94
2019M03,4 y 5 estrellas,TOTAL,24618
2019M03,4 y 5 estrellas,Residentes en Espańa,21880.85
2019M03,4 y 5 estrellas,No residentes en Espańa,2737.15
2019M03,3 estrellas,TOTAL,35484
2019M03,3 estrellas,Residentes en Espańa,31179.47
2019M03,3 estrellas,No residentes en Espańa,4304.53
2019M03,1 y 2 estrellas,TOTAL,3139.57
2019M03,1 y 2 estrellas,Residentes en Espańa,2850.14
2019M03,1 y 2 estrellas,No residentes en Espańa,289.43
2019M03,Hostales y pensiones,TOTAL,8346.03
2019M03,Hostales y pensiones,Residentes en Espańa,7275.2
2019M03,Hostales y pensiones,No residentes en Espańa,1070.83
2019M04,TOTAL,TOTAL,88819.97
2019M04,TOTAL,Residentes en Espańa,70807.49
2019M04,TOTAL,No residentes en Espańa,18012.48
2019M04,4 y 5 estrellas,TOTAL,29425
2019M04,4 y 5 estrellas,Residentes en Espańa,23783.33
2019M04,4 y 5 estrellas,No residentes en Espańa,5641.67
2019M04,3 estrellas,TOTAL,40482
2019M04,3 estrellas,Residentes en Espańa,32083.56
2019M04,3 estrellas,No residentes en Espańa,8398.44
2019M04,1 y 2 estrellas,TOTAL,5759.14
2019M04,1 y 2 estrellas,Residentes en Espańa,5267.43
2019M04,1 y 2 estrellas,No residentes en Espańa,491.71
2019M04,Hostales y pensiones,TOTAL,13153.83
2019M04,Hostales y pensiones,Residentes en Espańa,9673.17
2019M04,Hostales y pensiones,No residentes en Espańa,3480.67
2019M05,TOTAL,TOTAL,96016.8
2019M05,TOTAL,Residentes en Espańa,67275.47
2019M05,TOTAL,No residentes en Espańa,28741.33
2019M05,4 y 5 estrellas,TOTAL,33398
2019M05,4 y 5 estrellas,Residentes en Espańa,23182.08
2019M05,4 y 5 estrellas,No residentes en Espańa,10215.92
2019M05,3 estrellas,TOTAL,43368
2019M05,3 estrellas,Residentes en Espańa,31689.11
2019M05,3 estrellas,No residentes en Espańa,11678.89
2019M05,1 y 2 estrellas,TOTAL,4303.29
2019M05,1 y 2 estrellas,Residentes en Espańa,3443.29
2019M05,1 y 2 estrellas,No residentes en Espańa,860
2019M05,Hostales y pensiones,TOTAL,14947.51
2019M05,Hostales y pensiones,Residentes en Espańa,8960.99
2019M05,Hostales y pensiones,No residentes en Espańa,5986.52
2019M06,TOTAL,TOTAL,89629.73
2019M06,TOTAL,Residentes en Espańa,66416.35
2019M06,TOTAL,No residentes en Espańa,23213.37
2019M06,4 y 5 estrellas,TOTAL,32442
2019M06,4 y 5 estrellas,Residentes en Espańa,22810.58
2019M06,4 y 5 estrellas,No residentes en Espańa,9631.42
2019M06,3 estrellas,TOTAL,40349.12
2019M06,3 estrellas,Residentes en Espańa,30664.2
2019M06,3 estrellas,No residentes en Espańa,9684.92
2019M06,1 y 2 estrellas,TOTAL,4602.14
2019M06,1 y 2 estrellas,Residentes en Espańa,3943.71
2019M06,1 y 2 estrellas,No residentes en Espańa,658.43
2019M06,Hostales y pensiones,TOTAL,12236.46
2019M06,Hostales y pensiones,Residentes en Espańa,8997.85
2019M06,Hostales y pensiones,No residentes en Espańa,3238.61
2019M07,TOTAL,TOTAL,90142.45
2019M07,TOTAL,Residentes en Espańa,71776.41
2019M07,TOTAL,No residentes en Espańa,18366.05
2019M07,4 y 5 estrellas,TOTAL,32799
2019M07,4 y 5 estrellas,Residentes en Espańa,25281.91
2019M07,4 y 5 estrellas,No residentes en Espańa,7517.09
2019M07,3 estrellas,TOTAL,40361
2019M07,3 estrellas,Residentes en Espańa,33111.96
2019M07,3 estrellas,No residentes en Espańa,7249.04
2019M07,1 y 2 estrellas,TOTAL,4990
2019M07,1 y 2 estrellas,Residentes en Espańa,4601.14
2019M07,1 y 2 estrellas,No residentes en Espańa,388.86
2019M07,Hostales y pensiones,TOTAL,11992.45
2019M07,Hostales y pensiones,Residentes en Espańa,8781.4
