Periodo,Categoría,Residencia viajero,DATA,Fecha
2022M06,TOTAL,Residentes en Espańa,3466617,2022-06-01
2022M06,TOTAL,No residentes en Espańa,1354267,2022-06-01
2022M06,4 y 5 estrellas,TOTAL,1629948,2022-06-01
2022M06,4 y 5 estrellas,Residentes en Espańa,1104804,2022-06-01
2022M06,4 y 5 estrellas,No residentes en Espańa,525144,2022-06-01
2022M06,3 estrellas,TOTAL,2124135,2022-06-01
2022M06,3 estrellas,Residentes en Espańa,1636773,2022-06-01
2022M06,3 estrellas,No residentes en Espańa,487362,2022-06-01
2022M06,1 y 2 estrellas,TOTAL,258937,2022-06-01
2022M06,1 y 2 estrellas,Residentes en Espańa,217169,2022-06-01
2022M06,1 y 2 estrellas,No residentes en Espańa,41769,2022-06-01
2022M06,Hostales y pensiones,TOTAL,807863,2022-06-01
2022M06,Hostales y pensiones,Residentes en Espańa,507871,2022-06-01
2022M06,Hostales y pensiones,No residentes en Espańa,299992,2022-06-01
2022M07,TOTAL,TOTAL,5219066,2022-07-01
2022M07,TOTAL,Residentes en Espańa,4095781,2022-07-01
2022M07,TOTAL,No residentes en Espańa,1123286,2022-07-01
2022M07,4 y 5 estrellas,TOTAL,16695,2022-07-01
2022M07,4 y 5 estrellas,Residentes en Espańa,1244942,2022-07-01
2022M07,4 y 5 estrellas,No residentes en Espańa,424558,2022-07-01
2022M07,3 estrellas,TOTAL,2306358,2022-07-01
2022M07,3 estrellas,Residentes en Espańa,1869037,2022-07-01
2022M07,3 estrellas,No residentes en Espańa,43732,2022-07-01
2022M07,1 y 2 estrellas,TOTAL,342089,2022-07-01
2022M07,1 y 2 estrellas,Residentes en Espańa,306148,2022-07-01
2022M07,1 y 2 estrellas,No residentes en Espańa,35941,2022-07-01
2022M07,Hostales y pensiones,TOTAL,901119,2022-07-01
2022M07,Hostales y pensiones,Residentes en Espańa,675653,2022-07-01
2022M07,Hostales y pensiones,No residentes en Espańa,225466,2022-07-01
2022M08,TOTAL,TOTAL,6821447,2022-08-01
2022M08,TOTAL,Residentes en Espańa,5504655,2022-08-01
2022M08,TOTAL,No residentes en Espańa,1316792,2022-08-01
2022M08,4 y 5 estrellas,TOTAL,2210711,2022-08-01
2022M08,4 y 5 estrellas,Residentes en Espańa,1755624,2022-08-01
2022M08,4 y 5 estrellas,No residentes en Espańa,455087,2022-08-01
2022M08,3 estrellas,TOTAL,3160094,2022-08-01
2022M08,3 estrellas,Residentes en Espańa,2594089,2022-08-01
2022M08,3 estrellas,No residentes en Espańa,566005,2022-08-01
2022M08,1 y 2 estrellas,TOTAL,461186,2022-08-01
2022M08,1 y 2 estrellas,Residentes en Espańa,415543,2022-08-01
2022M08,1 y 2 estrellas,No residentes en Espańa,45643,2022-08-01
2022M08,Hostales y pensiones,TOTAL,989457,2022-08-01
2022M08,Hostales y pensiones,Residentes en Espańa,739399,2022-08-01
2022M08,Hostales y pensiones,No residentes en Espańa,250058,2022-08-01
2022M09,TOTAL,TOTAL,5710025,2022-09-01
2022M09,TOTAL,Residentes en Espańa,3957573,2022-09-01
2022M09,TOTAL,No residentes en Espańa,1752452,2022-09-01
2022M09,4 y 5 estrellas,TOTAL,19277,2022-09-01
2022M09,4 y 5 estrellas,Residentes en Espańa,1271826,2022-09-01
2022M09,4 y 5 estrellas,No residentes en Espańa,655874,2022-09-01
2022M09,3 estrellas,TOTAL,24946,2022-09-01
2022M09,3 estrellas,Residentes en Espańa,1734698,2022-09-01
2022M09,3 estrellas,No residentes en Espańa,759902,2022-09-01
2022M09,1 y 2 estrellas,TOTAL,333146,2022-09-01
2022M09,1 y 2 estrellas,Residentes en Espańa,275359,2022-09-01
2022M09,1 y 2 estrellas,No residentes en Espańa,57787,2022-09-01
2022M09,Hostales y pensiones,TOTAL,954579,2022-09-01
2022M09,Hostales y pensiones,Residentes en Espańa,675689,2022-09-01
2022M09,Hostales y pensiones,No residentes en Espańa,278889,2022-09-01
2022M10,TOTAL,TOTAL,5298824,2022-10-01
2022M10,TOTAL,Residentes en Espańa,4175535,2022-10-01
2022M10,TOTAL,No residentes en Espańa,1123289,2022-10-01
2022M10,4 y 5 estrellas,TOTAL,18636,2022-10-01
2022M10,4 y 5 estrellas,Residentes en Espańa,1398645,2022-10-01
2022M10,4 y 5 estrellas,No residentes en Espańa,464955,2022-10-01
2022M10,3 estrellas,TOTAL,246383,2022-10-01
2022M10,3 estrellas,Residentes en Espańa,1974685,2022-10-01
2022M10,3 estrellas,No residentes en Espańa,489146,2022-10-01
2022M10,1 y 2 estrellas,TOTAL,286281,2022-10-01
2022M10,1 y 2 estrellas,Residentes en Espańa,24996,2022-10-01
2022M10,1 y 2 estrellas,No residentes en Espańa,3632,2022-10-01
2022M10,Hostales y pensiones,TOTAL,685113,2022-10-01
2022M10,Hostales y pensiones,Residentes en Espańa,552244,2022-10-01
2022M10,Hostales y pensiones,No residentes en Espańa,132868,2022-10-01
2022M11,TOTAL,TOTAL,3759074,2022-11-01
2022M11,TOTAL,Residentes en Espańa,327012,2022-11-01
2022M11,TOTAL,No residentes en Espańa,488954,2022-11-01
2022M11,4 y 5 estrellas,TOTAL,1348741,2022-11-01
2022M11,4 y 5 estrellas,Residentes en Espańa,1163939,2022-11-01
2022M11,4 y 5 estrellas,No residentes en Espańa,184802,2022-11-01
2022M11,3 estrellas,TOTAL,173497,2022-11-01
2022M11,3 estrellas,Residentes en Espańa,1527566,2022-11-01
2022M11,3 estrellas,No residentes en Espańa,207404,2022-11-01
2022M11,1 y 2 estrellas,TOTAL,1858,2022-11-01
2022M11,1 y 2 estrellas,Residentes en Espańa,167168,2022-11-01
2022M11,1 y 2 estrellas,No residentes en Espańa,18632,2022-11-01
2022M11,Hostales y pensiones,TOTAL,489563,2022-11-01
2022M11,Hostales y pensiones,Residentes en Espańa,411447,2022-11-01
2022M11,Hostales y pensiones,No residentes en Espańa,78116,2022-11-01
2022M12,TOTAL,TOTAL,3140464,2022-12-01
2022M12,TOTAL,Residentes en Espańa,2807892,2022-12-01
2022M12,TOTAL,No residentes en Espańa,332572,2022-12-01
2022M12,4 y 5 estrellas,TOTAL,1279295,2022-12-01
2022M12,4 y 5 estrellas,Residentes en Espańa,1129168,2022-12-01
2022M12,4 y 5 estrellas,No residentes en Espańa,150127,2022-12-01
2022M12,3 estrellas,TOTAL,14674,2022-12-01
2022M12,3 estrellas,Residentes en Espańa,131958,2022-12-01
2022M12,3 estrellas,No residentes en Espańa,14782,2022-12-01
2022M12,1 y 2 estrellas,TOTAL,81336,2022-12-01
2022M12,1 y 2 estrellas,Residentes en Espańa,76156,2022-12-01
2022M12,1 y 2 estrellas,No residentes en Espańa,518,2022-12-01
2022M12,Hostales y pensiones,TOTAL,312432,2022-12-01
2022M12,Hostales y pensiones,Residentes en Espańa,282987,2022-12-01
2022M12,Hostales y pensiones,No residentes en Espańa,29445,2022-12-01
2023M01,TOTAL,TOTAL,2408629,2023-01-01
2023M01,TOTAL,Residentes en Espańa,2169355,2023-01-01
2023M01,TOTAL,No residentes en Espańa,239274,2023-01-01
2023M01,4 y 5 estrellas,TOTAL,10171,2023-01-01
2023M01,4 y 5 estrellas,Residentes en Espańa,900784,2023-01-01
2023M01,4 y 5 estrellas,No residentes en Espańa,116316,2023-01-01
2023M01,3 estrellas,TOTAL,11038,2023-01-01
2023M01,3 estrellas,Residentes en Espańa,994785,2023-01-01
2023M01,3 estrellas,No residentes en Espańa,109015,2023-01-01
2023M01,1 y 2 estrellas,TOTAL,126474,2023-01-01
2023M01,1 y 2 estrellas,Residentes en Espańa,118731,2023-01-01
2023M01,1 y 2 estrellas,No residentes en Espańa,7743,2023-01-01
2023M01,Hostales y pensiones,TOTAL,161255,2023-01-01
2023M01,Hostales y pensiones,Residentes en Espańa,155055,2023-01-01
2023M01,Hostales y pensiones,No residentes en Espańa,62,2023-01-01
2023M02,TOTAL,TOTAL,3149844,2023-02-01
2023M02,TOTAL,Residentes en Espańa,2833353,2023-02-01
2023M02,TOTAL,No residentes en Espańa,316491,2023-02-01
2023M02,4 y 5 estrellas,TOTAL,12256,2023-02-01
2023M02,4 y 5 estrellas,Residentes en Espańa,1085257,2023-02-01
2023M02,4 y 5 estrellas,No residentes en Espańa,140343,2023-02-01
2023M02,3 estrellas,TOTAL,14065,2023-02-01
2023M02,3 estrellas,Residentes en Espańa,1266123,2023-02-01
2023M02,3 estrellas,No residentes en Espańa,140377,2023-02-01
2023M02,1 y 2 estrellas,TOTAL,17728,2023-02-01
2023M02,1 y 2 estrellas,Residentes en Espańa,163624,2023-02-01
2023M02,1 y 2 estrellas,No residentes en Espańa,13656,2023-02-01
2023M02,Hostales y pensiones,TOTAL,340464,2023-02-01
2023M02,Hostales y pensiones,Residentes en Espańa,318348,2023-02-01
2023M02,Hostales y pensiones,No residentes en Espańa,22116,2023-02-01
2023M03,TOTAL,TOTAL,3688092,2023-03-01
2023M03,TOTAL,Residentes en Espańa,3245146,2023-03-01
2023M03,TOTAL,No residentes en Espańa,442945,2023-03-01
2023M03,4 y 5 estrellas,TOTAL,1343503,2023-03-01
2023M03,4 y 5 estrellas,Residentes en Espańa,1128679,2023-03-01
2023M03,4 y 5 estrellas,No residentes en Espańa,214824,2023-03-01
2023M03,3 estrellas,TOTAL,17114,2023-03-01
2023M03,3 estrellas,Residentes en Espańa,1548646,2023-03-01
2023M03,3 estrellas,No residentes en Espańa,162754,2023-03-01
2023M03,1 y 2 estrellas,TOTAL,195364,2023-03-01
2023M03,1 y 2 estrellas,Residentes en Espańa,180374,2023-03-01
2023M03,1 y 2 estrellas,No residentes en Espańa,1499,2023-03-01
2023M03,Hostales y pensiones,TOTAL,437825,2023-03-01
2023M03,Hostales y pensiones,Residentes en Espańa,387448,2023-03-01
2023M03,Hostales y pensiones,No residentes en Espańa,50377,2023-03-01
2023M04,TOTAL,TOTAL,5249796,2023-04-01
2023M04,TOTAL,Residentes en Espańa,4154275,2023-04-01
2023M04,TOTAL,No residentes en Espańa,109552,2023-04-01
2023M04,4 y 5 estrellas,TOTAL,1680238,2023-04-01
2023M04,4 y 5 estrellas,Residentes en Espańa,1244589,2023-04-01
2023M04,4 y 5 estrellas,No residentes en Espańa,435649,2023-04-01
2023M04,3 estrellas,TOTAL,2483243,2023-04-01
2023M04,3 estrellas,Residentes en Espańa,2036815,2023-04-01
2023M04,3 estrellas,No residentes en Espańa,446428,2023-04-01
2023M04,1 y 2 estrellas,TOTAL,315494,2023-04-01
2023M04,1 y 2 estrellas,Residentes en Espańa,268692,2023-04-01
2023M04,1 y 2 estrellas,No residentes en Espańa,46802,2023-04-01
2023M04,Hostales y pensiones,TOTAL,77082,2023-04-01
2023M04,Hostales y pensiones,Residentes en Espańa,60418,2023-04-01
2023M04,Hostales y pensiones,No residentes en Espańa,166641,2023-04-01
2023M05,TOTAL,TOTAL,5401047,2023-05-01
2023M05,TOTAL,Residentes en Espańa,3539938,2023-05-01
2023M05,TOTAL,No residentes en Espańa,1861108,2023-05-01
2023M05,4 y 5 estrellas,TOTAL,1692379,2023-05-01
2023M05,4 y 5 estrellas,Residentes en Espańa,937469,2023-05-01
2023M05,4 y 5 estrellas,No residentes en Espańa,75491,2023-05-01
2023M05,3 estrellas,TOTAL,2466804,2023-05-01
2023M05,3 estrellas,Residentes en Espańa,1786682,2023-05-01
2023M05,3 estrellas,No residentes en Espańa,680122,2023-05-01
2023M05,1 y 2 estrellas,TOTAL,305115,2023-05-01
2023M05,1 y 2 estrellas,Residentes en Espańa,205144,2023-05-01
2023M05,1 y 2 estrellas,No residentes en Espańa,99971,2023-05-01
2023M05,Hostales y pensiones,TOTAL,936748,2023-05-01
2023M05,Hostales y pensiones,Residentes en Espańa,610643,2023-05-01
2023M05,Hostales y pensiones,No residentes en Espańa,326105,2023-05-01
2023M06,TOTAL,TOTAL,5025166,2023-06-01
2023M06,TOTAL,Residentes en Espańa,3697064,2023-06-01
2023M06,TOTAL,No residentes en Espańa,1328101,2023-06-01
2023M06,4 y 5 estrellas,TOTAL,1723354,2023-06-01
2023M06,4 y 5 estrellas,Residentes en Espańa,1093516,2023-06-01
2023M06,4 y 5 estrellas,No residentes en Espańa,629839,2023-06-01
2023M06,3 estrellas,TOTAL,2362607,2023-06-01
2023M06,3 estrellas,Residentes en Espańa,1867981,2023-06-01
2023M06,3 estrellas,No residentes en Espańa,494626,2023-06-01
2023M06,1 y 2 estrellas,TOTAL,309029,2023-06-01
2023M06,1 y 2 estrellas,Residentes en Espańa,254403,2023-06-01
2023M06,1 y 2 estrellas,No residentes en Espańa,54626,2023-06-01
2023M06,Hostales y pensiones,TOTAL,630175,2023-06-01
2023M06,Hostales y pensiones,Residentes en Espańa,481164,2023-06-01
2023M06,Hostales y pensiones,No residentes en Espańa,14901,2023-06-01
2023M07,TOTAL,TOTAL,5281975,2023-07-01
2023M07,TOTAL,Residentes en Espańa,4142716,2023-07-01
2023M07,TOTAL,No residentes en Espańa,113926,2023-07-01
2023M07,4 y 5 estrellas,TOTAL,1814688,2023-07-01
2023M07,4 y 5 estrellas,Residentes en Espańa,1246449,2023-07-01
2023M07,4 y 5 estrellas,No residentes en Espańa,568239,2023-07-01
2023M07,3 estrellas,TOTAL,2453874,2023-07-01
2023M07,3 estrellas,Residentes en Espańa,2059255,2023-07-01
2023M07,3 estrellas,No residentes en Espańa,394619,2023-07-01
2023M07,1 y 2 estrellas,TOTAL,307518,2023-07-01
2023M07,1 y 2 estrellas,Residentes en Espańa,272129,2023-07-01
2023M07,1 y 2 estrellas,No residentes en Espańa,35389,2023-07-01
2023M07,Hostales y pensiones,TOTAL,705897,2023-07-01
2023M07,Hostales y pensiones,Residentes en Espańa,564883,2023-07-01
2023M07,Hostales y pensiones,No residentes en Espańa,141013,2023-07-01
2023M08,TOTAL,TOTAL,6887352,2023-08-01
2023M08,TOTAL,Residentes en Espańa,5510755,2023-08-01
2023M08,TOTAL,No residentes en Espańa,1376597,2023-08-01
2023M08,4 y 5 estrellas,TOTAL,2391407,2023-08-01
2023M08,4 y 5 estrellas,Residentes en Espańa,1837514,2023-08-01
2023M08,4 y 5 estrellas,No residentes en Espańa,553893,2023-08-01
2023M08,3 estrellas,TOTAL,3176062,2023-08-01
2023M08,3 estrellas,Residentes en Espańa,2638569,2023-08-01
2023M08,3 estrellas,No residentes en Espańa,537494,2023-08-01
2023M08,1 y 2 estrellas,TOTAL,320474,2023-08-01
2023M08,1 y 2 estrellas,Residentes en Espańa,292421,2023-08-01
2023M08,1 y 2 estrellas,No residentes en Espańa,28053,2023-08-01
2023M08,Hostales y pensiones,TOTAL,999409,2023-08-01
2023M08,Hostales y pensiones,Residentes en Espańa,742252,2023-08-01
2023M08,Hostales y pensiones,No residentes en Espańa,257158,2023-08-01
2023M09,TOTAL,TOTAL,5930924,2023-09-01
2023M09,TOTAL,Residentes en Espańa,3998566,2023-09-01
2023M09,TOTAL,No residentes en Espańa,1932358,2023-09-01
2023M09,4 y 5 estrellas,TOTAL,2012064,2023-09-01
2023M09,4 y 5 estrellas,Residentes en Espańa,1190498,2023-09-01
2023M09,4 y 5 estrellas,No residentes en Espańa,821566,2023-09-01
2023M09,3 estrellas,TOTAL,2718212,2023-09-01
2023M09,3 estrellas,Residentes en Espańa,1978824,2023-09-01
2023M09,3 estrellas,No residentes en Espańa,739387,2023-09-01
2023M09,1 y 2 estrellas,TOTAL,413935,2023-09-01
2023M09,1 y 2 estrellas,Residentes en Espańa,320835,2023-09-01
2023M09,1 y 2 estrellas,No residentes en Espańa,931,2023-09-01
2023M09,Hostales y pensiones,TOTAL,786714,2023-09-01
2023M09,Hostales y pensiones,Residentes en Espańa,508409,2023-09-01
2023M09,Hostales y pensiones,No residentes en Espańa,278305,2023-09-01
2023M10,TOTAL,TOTAL,5376599,2023-10-01
2023M10,TOTAL,Residentes en Espańa,4045774,2023-10-01
2023M10,TOTAL,No residentes en Espańa,1330826,2023-10-01
2023M10,4 y 5 estrellas,TOTAL,21105,2023-10-01
2023M10,4 y 5 estrellas,Residentes en Espańa,1391333,2023-10-01
2023M10,4 y 5 estrellas,No residentes en Espańa,719167,2023-10-01
2023M10,3 estrellas,TOTAL,2358716,2023-10-01
2023M10,3 estrellas,Residentes en Espańa,1922201,2023-10-01
2023M10,3 estrellas,No residentes en Espańa,436515,2023-10-01
2023M10,1 y 2 estrellas,TOTAL,345219,2023-10-01
2023M10,1 y 2 estrellas,Residentes en Espańa,29674,2023-10-01
2023M10,1 y 2 estrellas,No residentes en Espańa,48479,2023-10-01
2023M10,Hostales y pensiones,TOTAL,562164,2023-10-01
2023M10,Hostales y pensiones,Residentes en Espańa,435498,2023-10-01
2023M10,Hostales y pensiones,No residentes en Espańa,126665,2023-10-01
2023M11,TOTAL,TOTAL,3927534,2023-11-01
2023M11,TOTAL,Residentes en Espańa,3395574,2023-11-01
2023M11,TOTAL,No residentes en Espańa,53196,2023-11-01
2023M11,4 y 5 estrellas,TOTAL,1648916,2023-11-01
2023M11,4 y 5 estrellas,Residentes en Espańa,1335083,2023-11-01
2023M11,4 y 5 estrellas,No residentes en Espańa,313834,2023-11-01
2023M11,3 estrellas,TOTAL,1749559,2023-11-01
2023M11,3 estrellas,Residentes en Espańa,157562,2023-11-01
2023M11,3 estrellas,No residentes en Espańa,173939,2023-11-01
2023M11,1 y 2 estrellas,TOTAL,19082,2023-11-01
2023M11,1 y 2 estrellas,Residentes en Espańa,169663,2023-11-01
2023M11,1 y 2 estrellas,No residentes en Espańa,21157,2023-11-01
2023M11,Hostales y pensiones,TOTAL,338238,2023-11-01
2023M11,Hostales y pensiones,Residentes en Espańa,315209,2023-11-01
2023M11,Hostales y pensiones,No residentes en Espańa,2303,2023-11-01
2023M12,TOTAL,TOTAL,3186803,2023-12-01
2023M12,TOTAL,Residentes en Espańa,286613,2023-12-01
2023M12,TOTAL,No residentes en Espańa,320673,2023-12-01
2023M12,4 y 5 estrellas,TOTAL,126754,2023-12-01
2023M12,4 y 5 estrellas,Residentes en Espańa,1116345,2023-12-01
2023M12,4 y 5 estrellas,No residentes en Espańa,151194,2023-12-01
2023M12,3 estrellas,TOTAL,15649,2023-12-01
2023M12,3 estrellas,Residentes en Espańa,1420997,2023-12-01
2023M12,3 estrellas,No residentes en Espańa,143903,2023-12-01
2023M12,1 y 2 estrellas,TOTAL,127492,2023-12-01
2023M12,1 y 2 estrellas,Residentes en Espańa,117628,2023-12-01
2023M12,1 y 2 estrellas,No residentes en Espańa,9864,2023-12-01
2023M12,Hostales y pensiones,TOTAL,226872,2023-12-01
2023M12,Hostales y pensiones,Residentes en Espańa,21116,2023-12-01
2023M12,Hostales y pensiones,No residentes en Espańa,15712,2023-12-01
2024M01,TOTAL,TOTAL,2653033,2024-01-01
2024M01,TOTAL,Residentes en Espańa,2290867,2024-01-01
2024M01,TOTAL,No residentes en Espańa,362167,2024-01-01
2024M01,4 y 5 estrellas,TOTAL,1219146,2024-01-01
2024M01,4 y 5 estrellas,Residentes en Espańa,1035612,2024-01-01
2024M01,4 y 5 estrellas,No residentes en Espańa,183534,2024-01-01
2024M01,3 estrellas,TOTAL,1205374,2024-01-01
2024M01,3 estrellas,Residentes en Espańa,1040085,2024-01-01
2024M01,3 estrellas,No residentes en Espańa,165289,2024-01-01
2024M01,1 y 2 estrellas,TOTAL,60553,2024-01-01
2024M01,1 y 2 estrellas,Residentes en Espańa,53651,2024-01-01
2024M01,1 y 2 estrellas,No residentes en Espańa,6902,2024-01-01
2024M01,Hostales y pensiones,TOTAL,167961,2024-01-01
2024M01,Hostales y pensiones,Residentes en Espańa,161519,2024-01-01
2024M01,Hostales y pensiones,No residentes en Espańa,6441,2024-01-01
2024M02,TOTAL,TOTAL,3296016,2024-02-01
2024M02,TOTAL,Residentes en Espańa,2888294,2024-02-01
2024M02,TOTAL,No residentes en Espańa,407723,2024-02-01
2024M02,4 y 5 estrellas,TOTAL,14603,2024-02-01
2024M02,4 y 5 estrellas,Residentes en Espańa,124055,2024-02-01
2024M02,4 y 5 estrellas,No residentes en Espańa,21975,2024-02-01
2024M02,3 estrellas,TOTAL,1465297,2024-02-01
2024M02,3 estrellas,Residentes en Espańa,1321206,2024-02-01
2024M02,3 estrellas,No residentes en Espańa,144091,2024-02-01
2024M02,1 y 2 estrellas,TOTAL,126421,2024-02-01
2024M02,1 y 2 estrellas,Residentes en Espańa,116512,2024-02-01
2024M02,1 y 2 estrellas,No residentes en Espańa,9908,2024-02-01
2024M02,Hostales y pensiones,TOTAL,243999,2024-02-01
2024M02,Hostales y pensiones,Residentes en Espańa,210026,2024-02-01
2024M02,Hostales y pensiones,No residentes en Espańa,33973,2024-02-01
2024M03,TOTAL,TOTAL,4619041,2024-03-01
2024M03,TOTAL,Residentes en Espańa,3964356,2024-03-01
2024M03,TOTAL,No residentes en Espańa,654686,2024-03-01
2024M03,4 y 5 estrellas,TOTAL,19173,2024-03-01
2024M03,4 y 5 estrellas,Residentes en Espańa,1580349,2024-03-01
2024M03,4 y 5 estrellas,No residentes en Espańa,336951,2024-03-01
2024M03,3 estrellas,TOTAL,192659,2024-03-01
2024M03,3 estrellas,Residentes en Espańa,1705298,2024-03-01
2024M03,3 estrellas,No residentes en Espańa,221292,2024-03-01
2024M03,1 y 2 estrellas,TOTAL,287432,2024-03-01
2024M03,1 y 2 estrellas,Residentes en Espańa,25166,2024-03-01
2024M03,1 y 2 estrellas,No residentes en Espańa,35772,2024-03-01
2024M03,Hostales y pensiones,TOTAL,487719,2024-03-01
2024M03,Hostales y pensiones,Residentes en Espańa,427048,2024-03-01
2024M03,Hostales y pensiones,No residentes en Espańa,60671,2024-03-01
